path,file,funcName,startLine,endLine
D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-cpp\testcases\000\093\424\CWE256_Plaintext_Storage_of_Password__w32_char_33.cpp,CWE256_Plaintext_Storage_of_Password__w32_char_33.cpp,bad,33,80,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-cpp\testcases\000\093\424\CWE256_Plaintext_Storage_of_Password__w32_char_33.cpp,CWE256_Plaintext_Storage_of_Password__w32_char_33.cpp,goodG2B,87,188,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-cpp\testcases\000\093\424\CWE256_Plaintext_Storage_of_Password__w32_char_33.cpp,CWE256_Plaintext_Storage_of_Password__w32_char_33.cpp,goodB2G,191,292,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-cpp\testcases\000\093\424\CWE256_Plaintext_Storage_of_Password__w32_char_33.cpp,CWE256_Plaintext_Storage_of_Password__w32_char_33.cpp,good,294,298,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-cpp\testcases\000\093\424\CWE256_Plaintext_Storage_of_Password__w32_char_33.cpp,CWE256_Plaintext_Storage_of_Password__w32_char_33.cpp,main,312,327,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-cpp\testcases\000\093\428\CWE256_Plaintext_Storage_of_Password__w32_char_43.cpp,CWE256_Plaintext_Storage_of_Password__w32_char_43.cpp,badSource,33,52,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-cpp\testcases\000\093\428\CWE256_Plaintext_Storage_of_Password__w32_char_43.cpp,CWE256_Plaintext_Storage_of_Password__w32_char_43.cpp,bad,54,81,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-cpp\testcases\000\093\428\CWE256_Plaintext_Storage_of_Password__w32_char_43.cpp,CWE256_Plaintext_Storage_of_Password__w32_char_43.cpp,goodG2BSource,88,161,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-cpp\testcases\000\093\428\CWE256_Plaintext_Storage_of_Password__w32_char_43.cpp,CWE256_Plaintext_Storage_of_Password__w32_char_43.cpp,goodG2B,163,190,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-cpp\testcases\000\093\428\CWE256_Plaintext_Storage_of_Password__w32_char_43.cpp,CWE256_Plaintext_Storage_of_Password__w32_char_43.cpp,goodB2GSource,193,212,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-cpp\testcases\000\093\428\CWE256_Plaintext_Storage_of_Password__w32_char_43.cpp,CWE256_Plaintext_Storage_of_Password__w32_char_43.cpp,goodB2G,214,295,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-cpp\testcases\000\093\428\CWE256_Plaintext_Storage_of_Password__w32_char_43.cpp,CWE256_Plaintext_Storage_of_Password__w32_char_43.cpp,good,297,301,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-cpp\testcases\000\093\428\CWE256_Plaintext_Storage_of_Password__w32_char_43.cpp,CWE256_Plaintext_Storage_of_Password__w32_char_43.cpp,main,316,331,

