path,file,funcName,startLine,endLine
D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-c\testcases\000\093\402\CWE256_Plaintext_Storage_of_Password__w32_char_01.c,CWE256_Plaintext_Storage_of_Password__w32_char_01.c,CWE256_Plaintext_Storage_of_Password__w32_char_01_bad,30,73,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-c\testcases\000\093\402\CWE256_Plaintext_Storage_of_Password__w32_char_01.c,CWE256_Plaintext_Storage_of_Password__w32_char_01.c,goodG2B,80,177,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-c\testcases\000\093\402\CWE256_Plaintext_Storage_of_Password__w32_char_01.c,CWE256_Plaintext_Storage_of_Password__w32_char_01.c,goodB2G,180,277,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-c\testcases\000\093\402\CWE256_Plaintext_Storage_of_Password__w32_char_01.c,CWE256_Plaintext_Storage_of_Password__w32_char_01.c,CWE256_Plaintext_Storage_of_Password__w32_char_01_good,279,283,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-c\testcases\000\093\402\CWE256_Plaintext_Storage_of_Password__w32_char_01.c,CWE256_Plaintext_Storage_of_Password__w32_char_01.c,main,294,309,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-c\testcases\000\093\403\CWE256_Plaintext_Storage_of_Password__w32_char_02.c,CWE256_Plaintext_Storage_of_Password__w32_char_02.c,CWE256_Plaintext_Storage_of_Password__w32_char_02_bad,30,79,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-c\testcases\000\093\403\CWE256_Plaintext_Storage_of_Password__w32_char_02.c,CWE256_Plaintext_Storage_of_Password__w32_char_02.c,goodB2G1,86,194,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-c\testcases\000\093\403\CWE256_Plaintext_Storage_of_Password__w32_char_02.c,CWE256_Plaintext_Storage_of_Password__w32_char_02.c,goodB2G2,197,300,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-c\testcases\000\093\403\CWE256_Plaintext_Storage_of_Password__w32_char_02.c,CWE256_Plaintext_Storage_of_Password__w32_char_02.c,goodG2B1,303,411,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-c\testcases\000\093\403\CWE256_Plaintext_Storage_of_Password__w32_char_02.c,CWE256_Plaintext_Storage_of_Password__w32_char_02.c,goodG2B2,414,517,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-c\testcases\000\093\403\CWE256_Plaintext_Storage_of_Password__w32_char_02.c,CWE256_Plaintext_Storage_of_Password__w32_char_02.c,CWE256_Plaintext_Storage_of_Password__w32_char_02_good,519,525,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-c\testcases\000\093\403\CWE256_Plaintext_Storage_of_Password__w32_char_02.c,CWE256_Plaintext_Storage_of_Password__w32_char_02.c,main,536,551,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-c\testcases\000\093\404\CWE256_Plaintext_Storage_of_Password__w32_char_03.c,CWE256_Plaintext_Storage_of_Password__w32_char_03.c,CWE256_Plaintext_Storage_of_Password__w32_char_03_bad,30,79,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-c\testcases\000\093\404\CWE256_Plaintext_Storage_of_Password__w32_char_03.c,CWE256_Plaintext_Storage_of_Password__w32_char_03.c,goodB2G1,86,194,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-c\testcases\000\093\404\CWE256_Plaintext_Storage_of_Password__w32_char_03.c,CWE256_Plaintext_Storage_of_Password__w32_char_03.c,goodB2G2,197,300,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-c\testcases\000\093\404\CWE256_Plaintext_Storage_of_Password__w32_char_03.c,CWE256_Plaintext_Storage_of_Password__w32_char_03.c,goodG2B1,303,411,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-c\testcases\000\093\404\CWE256_Plaintext_Storage_of_Password__w32_char_03.c,CWE256_Plaintext_Storage_of_Password__w32_char_03.c,goodG2B2,414,517,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-c\testcases\000\093\404\CWE256_Plaintext_Storage_of_Password__w32_char_03.c,CWE256_Plaintext_Storage_of_Password__w32_char_03.c,CWE256_Plaintext_Storage_of_Password__w32_char_03_good,519,525,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-c\testcases\000\093\404\CWE256_Plaintext_Storage_of_Password__w32_char_03.c,CWE256_Plaintext_Storage_of_Password__w32_char_03.c,main,536,551,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-c\testcases\000\093\405\CWE256_Plaintext_Storage_of_Password__w32_char_04.c,CWE256_Plaintext_Storage_of_Password__w32_char_04.c,CWE256_Plaintext_Storage_of_Password__w32_char_04_bad,36,85,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-c\testcases\000\093\405\CWE256_Plaintext_Storage_of_Password__w32_char_04.c,CWE256_Plaintext_Storage_of_Password__w32_char_04.c,goodB2G1,92,200,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-c\testcases\000\093\405\CWE256_Plaintext_Storage_of_Password__w32_char_04.c,CWE256_Plaintext_Storage_of_Password__w32_char_04.c,goodB2G2,203,306,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-c\testcases\000\093\405\CWE256_Plaintext_Storage_of_Password__w32_char_04.c,CWE256_Plaintext_Storage_of_Password__w32_char_04.c,goodG2B1,309,417,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-c\testcases\000\093\405\CWE256_Plaintext_Storage_of_Password__w32_char_04.c,CWE256_Plaintext_Storage_of_Password__w32_char_04.c,goodG2B2,420,523,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-c\testcases\000\093\405\CWE256_Plaintext_Storage_of_Password__w32_char_04.c,CWE256_Plaintext_Storage_of_Password__w32_char_04.c,CWE256_Plaintext_Storage_of_Password__w32_char_04_good,525,531,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-c\testcases\000\093\405\CWE256_Plaintext_Storage_of_Password__w32_char_04.c,CWE256_Plaintext_Storage_of_Password__w32_char_04.c,main,542,557,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-c\testcases\000\093\406\CWE256_Plaintext_Storage_of_Password__w32_char_05.c,CWE256_Plaintext_Storage_of_Password__w32_char_05.c,CWE256_Plaintext_Storage_of_Password__w32_char_05_bad,36,85,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-c\testcases\000\093\406\CWE256_Plaintext_Storage_of_Password__w32_char_05.c,CWE256_Plaintext_Storage_of_Password__w32_char_05.c,goodB2G1,92,200,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-c\testcases\000\093\406\CWE256_Plaintext_Storage_of_Password__w32_char_05.c,CWE256_Plaintext_Storage_of_Password__w32_char_05.c,goodB2G2,203,306,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-c\testcases\000\093\406\CWE256_Plaintext_Storage_of_Password__w32_char_05.c,CWE256_Plaintext_Storage_of_Password__w32_char_05.c,goodG2B1,309,417,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-c\testcases\000\093\406\CWE256_Plaintext_Storage_of_Password__w32_char_05.c,CWE256_Plaintext_Storage_of_Password__w32_char_05.c,goodG2B2,420,523,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-c\testcases\000\093\406\CWE256_Plaintext_Storage_of_Password__w32_char_05.c,CWE256_Plaintext_Storage_of_Password__w32_char_05.c,CWE256_Plaintext_Storage_of_Password__w32_char_05_good,525,531,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-c\testcases\000\093\406\CWE256_Plaintext_Storage_of_Password__w32_char_05.c,CWE256_Plaintext_Storage_of_Password__w32_char_05.c,main,542,557,

D:\0x00\sard_crawler\dataset\svf-related\CWE522\source-code\522-c\testcases\000\093\407\CWE256_Plaintext_Storage_of_Password__w32_char_06.c,CWE256_Plaintext_Storage_of_Password__w32_char_06.c,CWE256_Plaintext_Storage_of_Password__w32_char_06_bad,35,84,

