path,file,funcName,startLine,endLine
D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE287\source-code\287-c\testcases\000\001\777\Use_of_hard-coded_cryptographic_key.c,Use_of_hard-coded_cryptographic_key.c,main,4,17,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE287\source-code\287-c\testcases\000\093\402\CWE256_Plaintext_Storage_of_Password__w32_char_01.c,CWE256_Plaintext_Storage_of_Password__w32_char_01.c,CWE256_Plaintext_Storage_of_Password__w32_char_01_bad,30,73,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE287\source-code\287-c\testcases\000\093\402\CWE256_Plaintext_Storage_of_Password__w32_char_01.c,CWE256_Plaintext_Storage_of_Password__w32_char_01.c,goodG2B,80,177,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE287\source-code\287-c\testcases\000\093\402\CWE256_Plaintext_Storage_of_Password__w32_char_01.c,CWE256_Plaintext_Storage_of_Password__w32_char_01.c,goodB2G,180,277,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE287\source-code\287-c\testcases\000\093\402\CWE256_Plaintext_Storage_of_Password__w32_char_01.c,CWE256_Plaintext_Storage_of_Password__w32_char_01.c,CWE256_Plaintext_Storage_of_Password__w32_char_01_good,279,283,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE287\source-code\287-c\testcases\000\093\402\CWE256_Plaintext_Storage_of_Password__w32_char_01.c,CWE256_Plaintext_Storage_of_Password__w32_char_01.c,main,294,309,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE287\source-code\287-c\testcases\000\093\403\CWE256_Plaintext_Storage_of_Password__w32_char_02.c,CWE256_Plaintext_Storage_of_Password__w32_char_02.c,CWE256_Plaintext_Storage_of_Password__w32_char_02_bad,30,79,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE287\source-code\287-c\testcases\000\093\403\CWE256_Plaintext_Storage_of_Password__w32_char_02.c,CWE256_Plaintext_Storage_of_Password__w32_char_02.c,goodB2G1,86,194,

