path,file,funcName,startLine,endLine
D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE416\source-code\416-c\testcases\000\000\006\Using_freed_memory.c,Using_freed_memory.c,main,5,19,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE416\source-code\416-c\testcases\000\001\475\useafterfree_005.c,useafterfree_005.c,use_after_free,29,32,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE416\source-code\416-c\testcases\000\001\476\useafterfree_014.c,useafterfree_014.c,main,29,33,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE416\source-code\416-c\testcases\000\001\482\useafterfree_023.c,useafterfree_023.c,main,29,33,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE416\source-code\416-c\testcases\000\102\225\CWE416_Use_After_Free__malloc_free_char_63a.c,CWE416_Use_After_Free__malloc_free_char_63a.c,CWE416_Use_After_Free__malloc_free_char_63_bad,27,38,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE416\source-code\416-c\testcases\000\102\225\CWE416_Use_After_Free__malloc_free_char_63a.c,CWE416_Use_After_Free__malloc_free_char_63a.c,goodG2B,47,57,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE416\source-code\416-c\testcases\000\102\225\CWE416_Use_After_Free__malloc_free_char_63a.c,CWE416_Use_After_Free__malloc_free_char_63a.c,goodB2G,62,73,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE416\source-code\416-c\testcases\000\102\225\CWE416_Use_After_Free__malloc_free_char_63a.c,CWE416_Use_After_Free__malloc_free_char_63a.c,CWE416_Use_After_Free__malloc_free_char_63_good,75,79,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE416\source-code\416-c\testcases\000\102\225\CWE416_Use_After_Free__malloc_free_char_63a.c,CWE416_Use_After_Free__malloc_free_char_63a.c,main,90,105,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE416\source-code\416-c\testcases\000\102\225\CWE416_Use_After_Free__malloc_free_char_63b.c,CWE416_Use_After_Free__malloc_free_char_63b.c,CWE416_Use_After_Free__malloc_free_char_63b_badSink,24,30,

