path,file,funcName,startLine,endLine
D:\IdeaProjects\cpptest\src\main\resources\testCode\000\245\000\CWE78_OS_Command_Injection__char_environment_execlp_06.c,CWE78_OS_Command_Injection__char_environment_execlp_06.c,CWE78_OS_Command_Injection__char_environment_execlp_06_bad,57,80,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\245\000\CWE78_OS_Command_Injection__char_environment_execlp_06.c,CWE78_OS_Command_Injection__char_environment_execlp_06.c,goodG2B1,87,106,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\245\000\CWE78_OS_Command_Injection__char_environment_execlp_06.c,CWE78_OS_Command_Injection__char_environment_execlp_06.c,goodG2B2,109,123,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\245\000\CWE78_OS_Command_Injection__char_environment_execlp_06.c,CWE78_OS_Command_Injection__char_environment_execlp_06.c,CWE78_OS_Command_Injection__char_environment_execlp_06_good,125,129,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\245\000\CWE78_OS_Command_Injection__char_environment_execlp_06.c,CWE78_OS_Command_Injection__char_environment_execlp_06.c,main,141,156,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\245\001\CWE78_OS_Command_Injection__char_environment_execlp_07.c,CWE78_OS_Command_Injection__char_environment_execlp_07.c,CWE78_OS_Command_Injection__char_environment_execlp_07_bad,59,82,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\245\001\CWE78_OS_Command_Injection__char_environment_execlp_07.c,CWE78_OS_Command_Injection__char_environment_execlp_07.c,goodG2B1,89,108,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\245\001\CWE78_OS_Command_Injection__char_environment_execlp_07.c,CWE78_OS_Command_Injection__char_environment_execlp_07.c,goodG2B2,111,125,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\245\001\CWE78_OS_Command_Injection__char_environment_execlp_07.c,CWE78_OS_Command_Injection__char_environment_execlp_07.c,CWE78_OS_Command_Injection__char_environment_execlp_07_good,127,131,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\245\001\CWE78_OS_Command_Injection__char_environment_execlp_07.c,CWE78_OS_Command_Injection__char_environment_execlp_07.c,main,143,158,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\245\002\CWE78_OS_Command_Injection__char_environment_execlp_08.c,CWE78_OS_Command_Injection__char_environment_execlp_08.c,staticReturnsTrue,55,58,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\245\002\CWE78_OS_Command_Injection__char_environment_execlp_08.c,CWE78_OS_Command_Injection__char_environment_execlp_08.c,staticReturnsFalse,60,63,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\245\002\CWE78_OS_Command_Injection__char_environment_execlp_08.c,CWE78_OS_Command_Injection__char_environment_execlp_08.c,CWE78_OS_Command_Injection__char_environment_execlp_08_bad,67,90,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\245\002\CWE78_OS_Command_Injection__char_environment_execlp_08.c,CWE78_OS_Command_Injection__char_environment_execlp_08.c,goodG2B1,97,116,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\245\002\CWE78_OS_Command_Injection__char_environment_execlp_08.c,CWE78_OS_Command_Injection__char_environment_execlp_08.c,goodG2B2,119,133,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\245\002\CWE78_OS_Command_Injection__char_environment_execlp_08.c,CWE78_OS_Command_Injection__char_environment_execlp_08.c,CWE78_OS_Command_Injection__char_environment_execlp_08_good,135,139,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\245\002\CWE78_OS_Command_Injection__char_environment_execlp_08.c,CWE78_OS_Command_Injection__char_environment_execlp_08.c,main,151,166,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\245\003\CWE78_OS_Command_Injection__char_environment_execlp_09.c,CWE78_OS_Command_Injection__char_environment_execlp_09.c,CWE78_OS_Command_Injection__char_environment_execlp_09_bad,53,76,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\245\003\CWE78_OS_Command_Injection__char_environment_execlp_09.c,CWE78_OS_Command_Injection__char_environment_execlp_09.c,goodG2B1,83,102,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\245\003\CWE78_OS_Command_Injection__char_environment_execlp_09.c,CWE78_OS_Command_Injection__char_environment_execlp_09.c,goodG2B2,105,119,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\245\003\CWE78_OS_Command_Injection__char_environment_execlp_09.c,CWE78_OS_Command_Injection__char_environment_execlp_09.c,CWE78_OS_Command_Injection__char_environment_execlp_09_good,121,125,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\245\003\CWE78_OS_Command_Injection__char_environment_execlp_09.c,CWE78_OS_Command_Injection__char_environment_execlp_09.c,main,137,152,

