path,file,funcName,startLine,endLine
D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\000\CWE78_OS_Command_Injection__wchar_t_file_w32_execv_65a.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_65a.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_65_bad,50,80,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\000\CWE78_OS_Command_Injection__wchar_t_file_w32_execv_65a.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_65a.c,goodG2B,89,98,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\000\CWE78_OS_Command_Injection__wchar_t_file_w32_execv_65a.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_65a.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_65_good,100,103,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\000\CWE78_OS_Command_Injection__wchar_t_file_w32_execv_65a.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_65a.c,main,115,130,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\000\CWE78_OS_Command_Injection__wchar_t_file_w32_execv_65b.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_65b.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_65b_badSink,47,55,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\000\CWE78_OS_Command_Injection__wchar_t_file_w32_execv_65b.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_65b.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_65b_goodG2BSink,62,70,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\001\CWE78_OS_Command_Injection__wchar_t_file_w32_execv_66a.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_66a.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_66_bad,50,80,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\001\CWE78_OS_Command_Injection__wchar_t_file_w32_execv_66a.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_66a.c,goodG2B,89,99,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\001\CWE78_OS_Command_Injection__wchar_t_file_w32_execv_66a.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_66a.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_66_good,101,104,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\001\CWE78_OS_Command_Injection__wchar_t_file_w32_execv_66a.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_66a.c,main,116,131,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\001\CWE78_OS_Command_Injection__wchar_t_file_w32_execv_66b.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_66b.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_66b_badSink,47,57,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\001\CWE78_OS_Command_Injection__wchar_t_file_w32_execv_66b.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_66b.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_66b_goodG2BSink,64,73,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\002\CWE78_OS_Command_Injection__wchar_t_file_w32_execv_67a.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_67a.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_67_bad,55,84,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\002\CWE78_OS_Command_Injection__wchar_t_file_w32_execv_67a.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_67a.c,goodG2B,93,103,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\002\CWE78_OS_Command_Injection__wchar_t_file_w32_execv_67a.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_67a.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_67_good,105,108,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\002\CWE78_OS_Command_Injection__wchar_t_file_w32_execv_67a.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_67a.c,main,120,135,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\002\CWE78_OS_Command_Injection__wchar_t_file_w32_execv_67b.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_67b.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_67b_badSink,52,61,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\002\CWE78_OS_Command_Injection__wchar_t_file_w32_execv_67b.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_67b.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_67b_goodG2BSink,68,77,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\003\CWE78_OS_Command_Injection__wchar_t_file_w32_execv_68a.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_68a.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_68_bad,53,81,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\003\CWE78_OS_Command_Injection__wchar_t_file_w32_execv_68a.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_68a.c,goodG2B,91,100,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\003\CWE78_OS_Command_Injection__wchar_t_file_w32_execv_68a.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_68a.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_68_good,102,105,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\003\CWE78_OS_Command_Injection__wchar_t_file_w32_execv_68a.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_68a.c,main,117,132,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\003\CWE78_OS_Command_Injection__wchar_t_file_w32_execv_68b.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_68b.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_68b_badSink,52,61,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\003\CWE78_OS_Command_Injection__wchar_t_file_w32_execv_68b.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_68b.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execv_68b_goodG2BSink,68,77,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\011\CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_01.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_01.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_01_bad,47,80,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\011\CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_01.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_01.c,goodG2B,87,101,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\011\CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_01.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_01.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_01_good,103,106,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\011\CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_01.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_01.c,main,118,133,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\012\CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_02.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_02.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_02_bad,47,83,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\012\CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_02.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_02.c,goodG2B1,90,112,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\012\CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_02.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_02.c,goodG2B2,115,132,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\012\CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_02.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_02.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_02_good,134,138,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\012\CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_02.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_02.c,main,150,165,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\013\CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_03.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_03.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_03_bad,47,83,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\013\CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_03.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_03.c,goodG2B1,90,112,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\013\CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_03.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_03.c,goodG2B2,115,132,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\013\CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_03.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_03.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_03_good,134,138,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\013\CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_03.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_03.c,main,150,165,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\014\CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_04.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_04.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_04_bad,54,90,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\014\CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_04.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_04.c,goodG2B1,97,119,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\014\CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_04.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_04.c,goodG2B2,122,139,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\014\CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_04.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_04.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_04_good,141,145,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\014\CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_04.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_04.c,main,157,172,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\015\CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_05.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_05.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_05_bad,54,90,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\015\CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_05.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_05.c,goodG2B1,97,119,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\248\015\CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_05.c,CWE78_OS_Command_Injection__wchar_t_file_w32_execvp_05.c,goodG2B2,122,139,

