path,file,funcName,startLine,endLine
D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\001\802\path_basic_bad.c,path_basic_bad.c,printFile,16,31,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\001\802\path_basic_bad.c,path_basic_bad.c,main,34,43,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\001\803\path_basic_good.c,path_basic_good.c,printFile,16,31,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\001\803\path_basic_good.c,path_basic_good.c,inputFiltering,36,46,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\001\803\path_basic_good.c,path_basic_good.c,main,49,64,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\001\804\path_aliaslevel_bad.c,path_aliaslevel_bad.c,printFile,18,34,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\001\804\path_aliaslevel_bad.c,path_aliaslevel_bad.c,main,37,67,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\001\805\path_aliaslevel_good.c,path_aliaslevel_good.c,printFile,18,34,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\001\805\path_aliaslevel_good.c,path_aliaslevel_good.c,inputFiltering,39,49,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\001\805\path_aliaslevel_good.c,path_aliaslevel_good.c,main,52,85,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\001\887\path_aliaslevel_bad.c,path_aliaslevel_bad.c,printFile,23,39,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\001\887\path_aliaslevel_bad.c,path_aliaslevel_bad.c,main,42,72,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\001\888\path_aliaslevel_good.c,path_aliaslevel_good.c,printFile,23,39,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\001\888\path_aliaslevel_good.c,path_aliaslevel_good.c,inputFiltering,44,54,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\001\888\path_aliaslevel_good.c,path_aliaslevel_good.c,main,57,90,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\001\889\path_basic_bad.c,path_basic_bad.c,printFile,21,36,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\001\889\path_basic_bad.c,path_basic_bad.c,main,39,48,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\001\890\path_basic_good.c,path_basic_good.c,printFile,21,36,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\001\890\path_basic_good.c,path_basic_good.c,inputFiltering,41,51,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\001\890\path_basic_good.c,path_basic_good.c,main,54,69,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\002\072\path_basic_good.c,path_basic_good.c,printFile,16,31,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\002\072\path_basic_good.c,path_basic_good.c,inputFiltering,36,46,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\002\072\path_basic_good.c,path_basic_good.c,main,49,64,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\089\624\CWE23_Relative_Path_Traversal__char_connect_socket_fopen_81a.cpp,CWE23_Relative_Path_Traversal__char_connect_socket_fopen_81a.cpp,bad,46,120,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\089\624\CWE23_Relative_Path_Traversal__char_connect_socket_fopen_81a.cpp,CWE23_Relative_Path_Traversal__char_connect_socket_fopen_81a.cpp,goodG2B,127,136,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\089\624\CWE23_Relative_Path_Traversal__char_connect_socket_fopen_81a.cpp,CWE23_Relative_Path_Traversal__char_connect_socket_fopen_81a.cpp,good,138,141,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\089\624\CWE23_Relative_Path_Traversal__char_connect_socket_fopen_81a.cpp,CWE23_Relative_Path_Traversal__char_connect_socket_fopen_81a.cpp,main,156,171,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\089\624\CWE23_Relative_Path_Traversal__char_connect_socket_fopen_81_bad.cpp,CWE23_Relative_Path_Traversal__char_connect_socket_fopen_81_bad.cpp,action,30,41,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\089\624\CWE23_Relative_Path_Traversal__char_connect_socket_fopen_81_goodG2B.cpp,CWE23_Relative_Path_Traversal__char_connect_socket_fopen_81_goodG2B.cpp,action,30,41,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\089\625\CWE23_Relative_Path_Traversal__char_connect_socket_fopen_82a.cpp,CWE23_Relative_Path_Traversal__char_connect_socket_fopen_82a.cpp,bad,46,121,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\089\625\CWE23_Relative_Path_Traversal__char_connect_socket_fopen_82a.cpp,CWE23_Relative_Path_Traversal__char_connect_socket_fopen_82a.cpp,goodG2B,128,138,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\089\625\CWE23_Relative_Path_Traversal__char_connect_socket_fopen_82a.cpp,CWE23_Relative_Path_Traversal__char_connect_socket_fopen_82a.cpp,good,140,143,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\089\625\CWE23_Relative_Path_Traversal__char_connect_socket_fopen_82a.cpp,CWE23_Relative_Path_Traversal__char_connect_socket_fopen_82a.cpp,main,158,173,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\089\625\CWE23_Relative_Path_Traversal__char_connect_socket_fopen_82_bad.cpp,CWE23_Relative_Path_Traversal__char_connect_socket_fopen_82_bad.cpp,action,30,41,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\089\625\CWE23_Relative_Path_Traversal__char_connect_socket_fopen_82_goodG2B.cpp,CWE23_Relative_Path_Traversal__char_connect_socket_fopen_82_goodG2B.cpp,action,30,41,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\089\626\CWE23_Relative_Path_Traversal__char_connect_socket_fopen_83a.cpp,CWE23_Relative_Path_Traversal__char_connect_socket_fopen_83a.cpp,bad,25,31,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\089\626\CWE23_Relative_Path_Traversal__char_connect_socket_fopen_83a.cpp,CWE23_Relative_Path_Traversal__char_connect_socket_fopen_83a.cpp,goodG2B,38,44,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\089\626\CWE23_Relative_Path_Traversal__char_connect_socket_fopen_83a.cpp,CWE23_Relative_Path_Traversal__char_connect_socket_fopen_83a.cpp,good,46,49,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\089\626\CWE23_Relative_Path_Traversal__char_connect_socket_fopen_83a.cpp,CWE23_Relative_Path_Traversal__char_connect_socket_fopen_83a.cpp,main,64,79,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\089\626\CWE23_Relative_Path_Traversal__char_connect_socket_fopen_83_bad.cpp,CWE23_Relative_Path_Traversal__char_connect_socket_fopen_83_bad.cpp,CWE23_Relative_Path_Traversal__char_connect_socket_fopen_83_bad,50,120,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\089\626\CWE23_Relative_Path_Traversal__char_connect_socket_fopen_83_bad.cpp,CWE23_Relative_Path_Traversal__char_connect_socket_fopen_83_bad.cpp,~CWE23_Relative_Path_Traversal__char_connect_socket_fopen_83_bad,122,133,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\089\626\CWE23_Relative_Path_Traversal__char_connect_socket_fopen_83_goodG2B.cpp,CWE23_Relative_Path_Traversal__char_connect_socket_fopen_83_goodG2B.cpp,CWE23_Relative_Path_Traversal__char_connect_socket_fopen_83_goodG2B,29,34,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\089\626\CWE23_Relative_Path_Traversal__char_connect_socket_fopen_83_goodG2B.cpp,CWE23_Relative_Path_Traversal__char_connect_socket_fopen_83_goodG2B.cpp,~CWE23_Relative_Path_Traversal__char_connect_socket_fopen_83_goodG2B,36,47,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\089\627\CWE23_Relative_Path_Traversal__char_connect_socket_fopen_84a.cpp,CWE23_Relative_Path_Traversal__char_connect_socket_fopen_84a.cpp,bad,25,32,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\089\627\CWE23_Relative_Path_Traversal__char_connect_socket_fopen_84a.cpp,CWE23_Relative_Path_Traversal__char_connect_socket_fopen_84a.cpp,goodG2B,39,46,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\089\627\CWE23_Relative_Path_Traversal__char_connect_socket_fopen_84a.cpp,CWE23_Relative_Path_Traversal__char_connect_socket_fopen_84a.cpp,good,48,51,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\089\627\CWE23_Relative_Path_Traversal__char_connect_socket_fopen_84a.cpp,CWE23_Relative_Path_Traversal__char_connect_socket_fopen_84a.cpp,main,66,81,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\089\627\CWE23_Relative_Path_Traversal__char_connect_socket_fopen_84_bad.cpp,CWE23_Relative_Path_Traversal__char_connect_socket_fopen_84_bad.cpp,CWE23_Relative_Path_Traversal__char_connect_socket_fopen_84_bad,50,120,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\089\627\CWE23_Relative_Path_Traversal__char_connect_socket_fopen_84_bad.cpp,CWE23_Relative_Path_Traversal__char_connect_socket_fopen_84_bad.cpp,~CWE23_Relative_Path_Traversal__char_connect_socket_fopen_84_bad,122,133,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\089\627\CWE23_Relative_Path_Traversal__char_connect_socket_fopen_84_goodG2B.cpp,CWE23_Relative_Path_Traversal__char_connect_socket_fopen_84_goodG2B.cpp,CWE23_Relative_Path_Traversal__char_connect_socket_fopen_84_goodG2B,29,34,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\089\627\CWE23_Relative_Path_Traversal__char_connect_socket_fopen_84_goodG2B.cpp,CWE23_Relative_Path_Traversal__char_connect_socket_fopen_84_goodG2B.cpp,~CWE23_Relative_Path_Traversal__char_connect_socket_fopen_84_goodG2B,36,47,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\089\672\CWE23_Relative_Path_Traversal__char_connect_socket_ifstream_81a.cpp,CWE23_Relative_Path_Traversal__char_connect_socket_ifstream_81a.cpp,bad,46,120,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\089\672\CWE23_Relative_Path_Traversal__char_connect_socket_ifstream_81a.cpp,CWE23_Relative_Path_Traversal__char_connect_socket_ifstream_81a.cpp,goodG2B,127,136,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE22\source-code\22-c\testcases\000\089\672\CWE23_Relative_Path_Traversal__char_connect_socket_ifstream_81a.cpp,CWE23_Relative_Path_Traversal__char_connect_socket_ifstream_81a.cpp,good,138,141,

