path,file,funcName,startLine,endLine
D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE476\source-code\476-cpp\testcases\000\001\522\dereference_of_a_null_pointer.cpp,dereference_of_a_null_pointer.cpp,dereference_of_a_null_pointer,4,6,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE476\source-code\476-cpp\testcases\000\001\522\dereference_of_a_null_pointer.cpp,dereference_of_a_null_pointer.cpp,~dereference_of_a_null_pointer,9,11,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE476\source-code\476-cpp\testcases\000\001\522\dereference_of_a_null_pointer.cpp,dereference_of_a_null_pointer.cpp,runTests,14,20,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE476\source-code\476-cpp\testcases\000\001\522\dereference_of_a_null_pointer.cpp,dereference_of_a_null_pointer.cpp,v1,23,36,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE476\source-code\476-cpp\testcases\000\001\522\test.cpp,test.cpp,test,4,6,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE476\source-code\476-cpp\testcases\000\001\522\test.cpp,test.cpp,~test,9,11,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE476\source-code\476-cpp\testcases\000\001\993\null_deref_basic.cpp,null_deref_basic.cpp,main,18,24,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE476\source-code\476-cpp\testcases\000\001\994\null_deref_basic_good.cpp,null_deref_basic_good.cpp,main,18,25,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE476\source-code\476-cpp\testcases\000\001\995\null_deref_scope.cpp,null_deref_scope.cpp,function,19,21,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE476\source-code\476-cpp\testcases\000\001\995\null_deref_scope.cpp,null_deref_scope.cpp,main,23,29,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE476\source-code\476-cpp\testcases\000\001\996\null_deref_scope_good.cpp,null_deref_scope_good.cpp,function,19,23,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE476\source-code\476-cpp\testcases\000\001\996\null_deref_scope_good.cpp,null_deref_scope_good.cpp,main,25,31,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE476\source-code\476-cpp\testcases\000\001\997\null_deref_control_flow.cpp,null_deref_control_flow.cpp,main,18,25,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE476\source-code\476-cpp\testcases\000\001\998\null_deref_control_flow_good.cpp,null_deref_control_flow_good.cpp,main,18,27,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE476\source-code\476-cpp\testcases\000\001\999\null_deref_@alias.cpp,null_deref_@alias.cpp,main,18,24,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE476\source-code\476-cpp\testcases\000\002\000\null_deref_@alias_good.cpp,null_deref_@alias_good.cpp,main,18,27,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE476\source-code\476-cpp\testcases\000\104\572\CWE476_NULL_Pointer_Dereference__char_33.cpp,CWE476_NULL_Pointer_Dereference__char_33.cpp,bad,27,39,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE476\source-code\476-cpp\testcases\000\104\572\CWE476_NULL_Pointer_Dereference__char_33.cpp,CWE476_NULL_Pointer_Dereference__char_33.cpp,goodG2B,46,58,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE476\source-code\476-cpp\testcases\000\104\572\CWE476_NULL_Pointer_Dereference__char_33.cpp,CWE476_NULL_Pointer_Dereference__char_33.cpp,goodB2G,61,80,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE476\source-code\476-cpp\testcases\000\104\572\CWE476_NULL_Pointer_Dereference__char_33.cpp,CWE476_NULL_Pointer_Dereference__char_33.cpp,good,82,86,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE476\source-code\476-cpp\testcases\000\104\572\CWE476_NULL_Pointer_Dereference__char_33.cpp,CWE476_NULL_Pointer_Dereference__char_33.cpp,main,100,115,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE476\source-code\476-cpp\testcases\000\104\587\CWE476_NULL_Pointer_Dereference__char_72a.cpp,CWE476_NULL_Pointer_Dereference__char_72a.cpp,bad,33,44,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE476\source-code\476-cpp\testcases\000\104\587\CWE476_NULL_Pointer_Dereference__char_72a.cpp,CWE476_NULL_Pointer_Dereference__char_72a.cpp,goodG2B,53,64,

