path,file,funcName,startLine,endLine
D:\IdeaProjects\cpptest\src\main\resources\testCode\000\121\011\CWE78_OS_Command_Injection__wchar_t_console_system_81a.cpp,CWE78_OS_Command_Injection__wchar_t_console_system_81a.cpp,bad,25,57,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\121\011\CWE78_OS_Command_Injection__wchar_t_console_system_81a.cpp,CWE78_OS_Command_Injection__wchar_t_console_system_81a.cpp,goodG2B,64,73,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\121\011\CWE78_OS_Command_Injection__wchar_t_console_system_81a.cpp,CWE78_OS_Command_Injection__wchar_t_console_system_81a.cpp,good,75,78,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\121\011\CWE78_OS_Command_Injection__wchar_t_console_system_81a.cpp,CWE78_OS_Command_Injection__wchar_t_console_system_81a.cpp,main,94,109,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\121\011\CWE78_OS_Command_Injection__wchar_t_console_system_81_bad.cpp,CWE78_OS_Command_Injection__wchar_t_console_system_81_bad.cpp,action,30,38,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\121\011\CWE78_OS_Command_Injection__wchar_t_console_system_81_goodG2B.cpp,CWE78_OS_Command_Injection__wchar_t_console_system_81_goodG2B.cpp,action,30,38,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\121\012\CWE78_OS_Command_Injection__wchar_t_console_system_82a.cpp,CWE78_OS_Command_Injection__wchar_t_console_system_82a.cpp,bad,25,58,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\121\012\CWE78_OS_Command_Injection__wchar_t_console_system_82a.cpp,CWE78_OS_Command_Injection__wchar_t_console_system_82a.cpp,goodG2B,65,75,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\121\012\CWE78_OS_Command_Injection__wchar_t_console_system_82a.cpp,CWE78_OS_Command_Injection__wchar_t_console_system_82a.cpp,good,77,80,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\121\012\CWE78_OS_Command_Injection__wchar_t_console_system_82a.cpp,CWE78_OS_Command_Injection__wchar_t_console_system_82a.cpp,main,96,111,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\121\012\CWE78_OS_Command_Injection__wchar_t_console_system_82_bad.cpp,CWE78_OS_Command_Injection__wchar_t_console_system_82_bad.cpp,action,30,38,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\121\012\CWE78_OS_Command_Injection__wchar_t_console_system_82_goodG2B.cpp,CWE78_OS_Command_Injection__wchar_t_console_system_82_goodG2B.cpp,action,30,38,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\121\013\CWE78_OS_Command_Injection__wchar_t_console_system_83a.cpp,CWE78_OS_Command_Injection__wchar_t_console_system_83a.cpp,bad,25,31,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\121\013\CWE78_OS_Command_Injection__wchar_t_console_system_83a.cpp,CWE78_OS_Command_Injection__wchar_t_console_system_83a.cpp,goodG2B,38,44,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\121\013\CWE78_OS_Command_Injection__wchar_t_console_system_83a.cpp,CWE78_OS_Command_Injection__wchar_t_console_system_83a.cpp,good,46,49,

