path,file,funcName,startLine,endLine
D:\IdeaProjects\cpptest\src\main\resources\testCode\000\246\000\CWE78_OS_Command_Injection__char_listen_socket_popen_14.c,CWE78_OS_Command_Injection__char_listen_socket_popen_14.c,CWE78_OS_Command_Injection__char_listen_socket_popen_14_bad,59,155,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\246\000\CWE78_OS_Command_Injection__char_listen_socket_popen_14.c,CWE78_OS_Command_Injection__char_listen_socket_popen_14.c,goodG2B1,162,186,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\246\000\CWE78_OS_Command_Injection__char_listen_socket_popen_14.c,CWE78_OS_Command_Injection__char_listen_socket_popen_14.c,goodG2B2,189,208,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\246\000\CWE78_OS_Command_Injection__char_listen_socket_popen_14.c,CWE78_OS_Command_Injection__char_listen_socket_popen_14.c,CWE78_OS_Command_Injection__char_listen_socket_popen_14_good,210,214,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\246\000\CWE78_OS_Command_Injection__char_listen_socket_popen_14.c,CWE78_OS_Command_Injection__char_listen_socket_popen_14.c,main,226,241,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\246\001\CWE78_OS_Command_Injection__char_listen_socket_popen_15.c,CWE78_OS_Command_Injection__char_listen_socket_popen_15.c,CWE78_OS_Command_Injection__char_listen_socket_popen_15_bad,59,161,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\246\001\CWE78_OS_Command_Injection__char_listen_socket_popen_15.c,CWE78_OS_Command_Injection__char_listen_socket_popen_15.c,goodG2B1,168,193,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\246\001\CWE78_OS_Command_Injection__char_listen_socket_popen_15.c,CWE78_OS_Command_Injection__char_listen_socket_popen_15.c,goodG2B2,196,221,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\246\001\CWE78_OS_Command_Injection__char_listen_socket_popen_15.c,CWE78_OS_Command_Injection__char_listen_socket_popen_15.c,CWE78_OS_Command_Injection__char_listen_socket_popen_15_good,223,227,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\246\001\CWE78_OS_Command_Injection__char_listen_socket_popen_15.c,CWE78_OS_Command_Injection__char_listen_socket_popen_15.c,main,239,254,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\246\002\CWE78_OS_Command_Injection__char_listen_socket_popen_16.c,CWE78_OS_Command_Injection__char_listen_socket_popen_16.c,CWE78_OS_Command_Injection__char_listen_socket_popen_16_bad,59,156,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\246\002\CWE78_OS_Command_Injection__char_listen_socket_popen_16.c,CWE78_OS_Command_Injection__char_listen_socket_popen_16.c,goodG2B,163,183,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\246\002\CWE78_OS_Command_Injection__char_listen_socket_popen_16.c,CWE78_OS_Command_Injection__char_listen_socket_popen_16.c,CWE78_OS_Command_Injection__char_listen_socket_popen_16_good,185,188,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\246\002\CWE78_OS_Command_Injection__char_listen_socket_popen_16.c,CWE78_OS_Command_Injection__char_listen_socket_popen_16.c,main,200,215,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\246\003\CWE78_OS_Command_Injection__char_listen_socket_popen_17.c,CWE78_OS_Command_Injection__char_listen_socket_popen_17.c,CWE78_OS_Command_Injection__char_listen_socket_popen_17_bad,59,156,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\246\003\CWE78_OS_Command_Injection__char_listen_socket_popen_17.c,CWE78_OS_Command_Injection__char_listen_socket_popen_17.c,goodG2B,163,183,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\246\003\CWE78_OS_Command_Injection__char_listen_socket_popen_17.c,CWE78_OS_Command_Injection__char_listen_socket_popen_17.c,CWE78_OS_Command_Injection__char_listen_socket_popen_17_good,185,188,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\246\003\CWE78_OS_Command_Injection__char_listen_socket_popen_17.c,CWE78_OS_Command_Injection__char_listen_socket_popen_17.c,main,200,215,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\246\004\CWE78_OS_Command_Injection__char_listen_socket_popen_18.c,CWE78_OS_Command_Injection__char_listen_socket_popen_18.c,CWE78_OS_Command_Injection__char_listen_socket_popen_18_bad,59,154,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\246\004\CWE78_OS_Command_Injection__char_listen_socket_popen_18.c,CWE78_OS_Command_Injection__char_listen_socket_popen_18.c,goodG2B,161,179,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\246\004\CWE78_OS_Command_Injection__char_listen_socket_popen_18.c,CWE78_OS_Command_Injection__char_listen_socket_popen_18.c,CWE78_OS_Command_Injection__char_listen_socket_popen_18_good,181,184,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\246\004\CWE78_OS_Command_Injection__char_listen_socket_popen_18.c,CWE78_OS_Command_Injection__char_listen_socket_popen_18.c,main,196,211,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\246\005\CWE78_OS_Command_Injection__char_listen_socket_popen_21.c,CWE78_OS_Command_Injection__char_listen_socket_popen_21.c,badSource,62,147,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\246\005\CWE78_OS_Command_Injection__char_listen_socket_popen_21.c,CWE78_OS_Command_Injection__char_listen_socket_popen_21.c,CWE78_OS_Command_Injection__char_listen_socket_popen_21_bad,149,165,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\246\005\CWE78_OS_Command_Injection__char_listen_socket_popen_21.c,CWE78_OS_Command_Injection__char_listen_socket_popen_21.c,goodG2B1Source,176,189,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\246\005\CWE78_OS_Command_Injection__char_listen_socket_popen_21.c,CWE78_OS_Command_Injection__char_listen_socket_popen_21.c,goodG2B1,191,207,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\246\005\CWE78_OS_Command_Injection__char_listen_socket_popen_21.c,CWE78_OS_Command_Injection__char_listen_socket_popen_21.c,goodG2B2Source,210,218,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\246\005\CWE78_OS_Command_Injection__char_listen_socket_popen_21.c,CWE78_OS_Command_Injection__char_listen_socket_popen_21.c,goodG2B2,220,236,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\246\005\CWE78_OS_Command_Injection__char_listen_socket_popen_21.c,CWE78_OS_Command_Injection__char_listen_socket_popen_21.c,CWE78_OS_Command_Injection__char_listen_socket_popen_21_good,238,242,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\246\005\CWE78_OS_Command_Injection__char_listen_socket_popen_21.c,CWE78_OS_Command_Injection__char_listen_socket_popen_21.c,main,254,269,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\246\006\CWE78_OS_Command_Injection__char_listen_socket_popen_22a.c,CWE78_OS_Command_Injection__char_listen_socket_popen_22a.c,CWE78_OS_Command_Injection__char_listen_socket_popen_22_bad,44,60,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\246\006\CWE78_OS_Command_Injection__char_listen_socket_popen_22a.c,CWE78_OS_Command_Injection__char_listen_socket_popen_22a.c,goodG2B1,73,89,

