path,file,funcName,startLine,endLine
D:\IdeaProjects\cpptest\src\main\resources\testCode\000\149\053\tain-bad.c,tain-bad.c,test,13,21,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\149\053\tain-bad.c,tain-bad.c,main,23,33,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\149\054\tain-good.c,tain-good.c,check,16,25,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\149\054\tain-good.c,tain-good.c,test,27,38,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\149\054\tain-good.c,tain-good.c,main,40,50,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\149\151\os_cmd_local_flow-bad.c,os_cmd_local_flow-bad.c,main,23,42,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\149\152\os_cmd_local_flow-good.c,os_cmd_local_flow-good.c,purify,27,38,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\149\152\os_cmd_local_flow-good.c,os_cmd_local_flow-good.c,main,41,61,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\149\153\os_cmd_loop-bad.c,os_cmd_loop-bad.c,main,21,36,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\149\154\os_cmd_loop-good.c,os_cmd_loop-good.c,purify,28,40,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\149\154\os_cmd_loop-good.c,os_cmd_loop-good.c,main,42,61,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\149\155\os_cmd_scope-bad.c,os_cmd_scope-bad.c,runCommand,20,24,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\149\155\os_cmd_scope-bad.c,os_cmd_scope-bad.c,main,26,37,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\149\156\os_cmd_scope-good.c,os_cmd_scope-good.c,purify,26,37,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\149\156\os_cmd_scope-good.c,os_cmd_scope-good.c,runCommand,39,44,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\149\156\os_cmd_scope-good.c,os_cmd_scope-good.c,main,46,57,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\149\241\os_cmd_injection_basic-bad.c,os_cmd_injection_basic-bad.c,main,21,61,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\149\242\os_cmd_injection_basic-good.c,os_cmd_injection_basic-good.c,purify,25,47,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\149\242\os_cmd_injection_basic-good.c,os_cmd_injection_basic-good.c,main,49,90,

D:\IdeaProjects\cpptest\src\main\resources\testCode\000\149\250\scripts\shm_setup.c,shm_setup.c,main,11,110,

