path,file,funcName,startLine,endLine
D:\0x00\sard_crawler\dataset\svf-related\CWE798\source-code\798-c\testcases\000\001\777\Use_of_hard-coded_cryptographic_key.c,Use_of_hard-coded_cryptographic_key.c,main,4,17,

D:\0x00\sard_crawler\dataset\svf-related\CWE798\source-code\798-c\testcases\000\093\498\CWE259_Hard_Coded_Password__w32_char_01.c,CWE259_Hard_Coded_Password__w32_char_01.c,CWE259_Hard_Coded_Password__w32_char_01_bad,28,56,

D:\0x00\sard_crawler\dataset\svf-related\CWE798\source-code\798-c\testcases\000\093\498\CWE259_Hard_Coded_Password__w32_char_01.c,CWE259_Hard_Coded_Password__w32_char_01.c,goodG2B,63,105,

D:\0x00\sard_crawler\dataset\svf-related\CWE798\source-code\798-c\testcases\000\093\498\CWE259_Hard_Coded_Password__w32_char_01.c,CWE259_Hard_Coded_Password__w32_char_01.c,CWE259_Hard_Coded_Password__w32_char_01_good,107,110,

D:\0x00\sard_crawler\dataset\svf-related\CWE798\source-code\798-c\testcases\000\093\498\CWE259_Hard_Coded_Password__w32_char_01.c,CWE259_Hard_Coded_Password__w32_char_01.c,main,122,137,

D:\0x00\sard_crawler\dataset\svf-related\CWE798\source-code\798-c\testcases\000\093\499\CWE259_Hard_Coded_Password__w32_char_02.c,CWE259_Hard_Coded_Password__w32_char_02.c,CWE259_Hard_Coded_Password__w32_char_02_bad,28,59,

D:\0x00\sard_crawler\dataset\svf-related\CWE798\source-code\798-c\testcases\000\093\499\CWE259_Hard_Coded_Password__w32_char_02.c,CWE259_Hard_Coded_Password__w32_char_02.c,goodG2B1,66,116,

D:\0x00\sard_crawler\dataset\svf-related\CWE798\source-code\798-c\testcases\000\093\499\CWE259_Hard_Coded_Password__w32_char_02.c,CWE259_Hard_Coded_Password__w32_char_02.c,goodG2B2,119,164,

D:\0x00\sard_crawler\dataset\svf-related\CWE798\source-code\798-c\testcases\000\093\499\CWE259_Hard_Coded_Password__w32_char_02.c,CWE259_Hard_Coded_Password__w32_char_02.c,CWE259_Hard_Coded_Password__w32_char_02_good,166,170,

D:\0x00\sard_crawler\dataset\svf-related\CWE798\source-code\798-c\testcases\000\093\499\CWE259_Hard_Coded_Password__w32_char_02.c,CWE259_Hard_Coded_Password__w32_char_02.c,main,182,197,

D:\0x00\sard_crawler\dataset\svf-related\CWE798\source-code\798-c\testcases\000\093\500\CWE259_Hard_Coded_Password__w32_char_03.c,CWE259_Hard_Coded_Password__w32_char_03.c,CWE259_Hard_Coded_Password__w32_char_03_bad,28,59,

D:\0x00\sard_crawler\dataset\svf-related\CWE798\source-code\798-c\testcases\000\093\500\CWE259_Hard_Coded_Password__w32_char_03.c,CWE259_Hard_Coded_Password__w32_char_03.c,goodG2B1,66,116,

D:\0x00\sard_crawler\dataset\svf-related\CWE798\source-code\798-c\testcases\000\093\500\CWE259_Hard_Coded_Password__w32_char_03.c,CWE259_Hard_Coded_Password__w32_char_03.c,goodG2B2,119,164,

D:\0x00\sard_crawler\dataset\svf-related\CWE798\source-code\798-c\testcases\000\093\500\CWE259_Hard_Coded_Password__w32_char_03.c,CWE259_Hard_Coded_Password__w32_char_03.c,CWE259_Hard_Coded_Password__w32_char_03_good,166,170,

D:\0x00\sard_crawler\dataset\svf-related\CWE798\source-code\798-c\testcases\000\093\500\CWE259_Hard_Coded_Password__w32_char_03.c,CWE259_Hard_Coded_Password__w32_char_03.c,main,182,197,

D:\0x00\sard_crawler\dataset\svf-related\CWE798\source-code\798-c\testcases\000\093\501\CWE259_Hard_Coded_Password__w32_char_04.c,CWE259_Hard_Coded_Password__w32_char_04.c,CWE259_Hard_Coded_Password__w32_char_04_bad,35,66,

D:\0x00\sard_crawler\dataset\svf-related\CWE798\source-code\798-c\testcases\000\093\501\CWE259_Hard_Coded_Password__w32_char_04.c,CWE259_Hard_Coded_Password__w32_char_04.c,goodG2B1,73,123,

D:\0x00\sard_crawler\dataset\svf-related\CWE798\source-code\798-c\testcases\000\093\501\CWE259_Hard_Coded_Password__w32_char_04.c,CWE259_Hard_Coded_Password__w32_char_04.c,goodG2B2,126,171,

D:\0x00\sard_crawler\dataset\svf-related\CWE798\source-code\798-c\testcases\000\093\501\CWE259_Hard_Coded_Password__w32_char_04.c,CWE259_Hard_Coded_Password__w32_char_04.c,CWE259_Hard_Coded_Password__w32_char_04_good,173,177,

D:\0x00\sard_crawler\dataset\svf-related\CWE798\source-code\798-c\testcases\000\093\501\CWE259_Hard_Coded_Password__w32_char_04.c,CWE259_Hard_Coded_Password__w32_char_04.c,main,189,204,

D:\0x00\sard_crawler\dataset\svf-related\CWE798\source-code\798-c\testcases\000\093\502\CWE259_Hard_Coded_Password__w32_char_05.c,CWE259_Hard_Coded_Password__w32_char_05.c,CWE259_Hard_Coded_Password__w32_char_05_bad,35,66,

D:\0x00\sard_crawler\dataset\svf-related\CWE798\source-code\798-c\testcases\000\093\502\CWE259_Hard_Coded_Password__w32_char_05.c,CWE259_Hard_Coded_Password__w32_char_05.c,goodG2B1,73,123,

D:\0x00\sard_crawler\dataset\svf-related\CWE798\source-code\798-c\testcases\000\093\502\CWE259_Hard_Coded_Password__w32_char_05.c,CWE259_Hard_Coded_Password__w32_char_05.c,goodG2B2,126,171,

D:\0x00\sard_crawler\dataset\svf-related\CWE798\source-code\798-c\testcases\000\093\502\CWE259_Hard_Coded_Password__w32_char_05.c,CWE259_Hard_Coded_Password__w32_char_05.c,CWE259_Hard_Coded_Password__w32_char_05_good,173,177,

D:\0x00\sard_crawler\dataset\svf-related\CWE798\source-code\798-c\testcases\000\093\502\CWE259_Hard_Coded_Password__w32_char_05.c,CWE259_Hard_Coded_Password__w32_char_05.c,main,189,204,

D:\0x00\sard_crawler\dataset\svf-related\CWE798\source-code\798-c\testcases\000\093\503\CWE259_Hard_Coded_Password__w32_char_06.c,CWE259_Hard_Coded_Password__w32_char_06.c,CWE259_Hard_Coded_Password__w32_char_06_bad,32,63,

D:\0x00\sard_crawler\dataset\svf-related\CWE798\source-code\798-c\testcases\000\093\503\CWE259_Hard_Coded_Password__w32_char_06.c,CWE259_Hard_Coded_Password__w32_char_06.c,goodG2B1,70,120,

D:\0x00\sard_crawler\dataset\svf-related\CWE798\source-code\798-c\testcases\000\093\503\CWE259_Hard_Coded_Password__w32_char_06.c,CWE259_Hard_Coded_Password__w32_char_06.c,goodG2B2,123,168,

D:\0x00\sard_crawler\dataset\svf-related\CWE798\source-code\798-c\testcases\000\093\503\CWE259_Hard_Coded_Password__w32_char_06.c,CWE259_Hard_Coded_Password__w32_char_06.c,CWE259_Hard_Coded_Password__w32_char_06_good,170,174,

D:\0x00\sard_crawler\dataset\svf-related\CWE798\source-code\798-c\testcases\000\093\503\CWE259_Hard_Coded_Password__w32_char_06.c,CWE259_Hard_Coded_Password__w32_char_06.c,main,186,201,

