path,file,funcName,startLine,endLine
D:\0x00\sard_crawler\dataset\svf-related\CWE200\source-code\200-c\testcases\000\089\508\CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_01.c,CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_01.c,CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_01_bad,24,64,

D:\0x00\sard_crawler\dataset\svf-related\CWE200\source-code\200-c\testcases\000\089\508\CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_01.c,CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_01.c,good1,70,112,

D:\0x00\sard_crawler\dataset\svf-related\CWE200\source-code\200-c\testcases\000\089\508\CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_01.c,CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_01.c,CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_01_good,114,117,

D:\0x00\sard_crawler\dataset\svf-related\CWE200\source-code\200-c\testcases\000\089\508\CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_01.c,CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_01.c,main,128,143,

D:\0x00\sard_crawler\dataset\svf-related\CWE200\source-code\200-c\testcases\000\089\509\CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_02.c,CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_02.c,CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_02_bad,24,67,

D:\0x00\sard_crawler\dataset\svf-related\CWE200\source-code\200-c\testcases\000\089\509\CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_02.c,CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_02.c,good1,74,124,

D:\0x00\sard_crawler\dataset\svf-related\CWE200\source-code\200-c\testcases\000\089\509\CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_02.c,CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_02.c,good2,127,172,

D:\0x00\sard_crawler\dataset\svf-related\CWE200\source-code\200-c\testcases\000\089\509\CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_02.c,CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_02.c,CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_02_good,174,178,

D:\0x00\sard_crawler\dataset\svf-related\CWE200\source-code\200-c\testcases\000\089\509\CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_02.c,CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_02.c,main,189,204,

D:\0x00\sard_crawler\dataset\svf-related\CWE200\source-code\200-c\testcases\000\089\510\CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_03.c,CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_03.c,CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_03_bad,24,67,

D:\0x00\sard_crawler\dataset\svf-related\CWE200\source-code\200-c\testcases\000\089\510\CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_03.c,CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_03.c,good1,74,124,

D:\0x00\sard_crawler\dataset\svf-related\CWE200\source-code\200-c\testcases\000\089\510\CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_03.c,CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_03.c,good2,127,172,

D:\0x00\sard_crawler\dataset\svf-related\CWE200\source-code\200-c\testcases\000\089\510\CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_03.c,CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_03.c,CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_03_good,174,178,

D:\0x00\sard_crawler\dataset\svf-related\CWE200\source-code\200-c\testcases\000\089\510\CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_03.c,CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_03.c,main,189,204,

D:\0x00\sard_crawler\dataset\svf-related\CWE200\source-code\200-c\testcases\000\089\511\CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_04.c,CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_04.c,CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_04_bad,30,73,

D:\0x00\sard_crawler\dataset\svf-related\CWE200\source-code\200-c\testcases\000\089\511\CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_04.c,CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_04.c,good1,80,130,

D:\0x00\sard_crawler\dataset\svf-related\CWE200\source-code\200-c\testcases\000\089\511\CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_04.c,CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_04.c,good2,133,178,

D:\0x00\sard_crawler\dataset\svf-related\CWE200\source-code\200-c\testcases\000\089\511\CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_04.c,CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_04.c,CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_04_good,180,184,

D:\0x00\sard_crawler\dataset\svf-related\CWE200\source-code\200-c\testcases\000\089\511\CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_04.c,CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_04.c,main,195,210,

D:\0x00\sard_crawler\dataset\svf-related\CWE200\source-code\200-c\testcases\000\089\512\CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_05.c,CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_05.c,CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_05_bad,30,73,

D:\0x00\sard_crawler\dataset\svf-related\CWE200\source-code\200-c\testcases\000\089\512\CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_05.c,CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_05.c,good1,80,130,

D:\0x00\sard_crawler\dataset\svf-related\CWE200\source-code\200-c\testcases\000\089\512\CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_05.c,CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_05.c,good2,133,178,

D:\0x00\sard_crawler\dataset\svf-related\CWE200\source-code\200-c\testcases\000\089\512\CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_05.c,CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_05.c,CWE226_Sensitive_Information_Uncleared_Before_Release__w32_char_alloca_05_good,180,184,

