path,file,funcName,startLine,endLine
D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE190\source-code\190-cpp\testcases\000\082\132\CWE190_Integer_Overflow__char_fscanf_add_33.cpp,CWE190_Integer_Overflow__char_fscanf_add_33.cpp,bad,25,40,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE190\source-code\190-cpp\testcases\000\082\132\CWE190_Integer_Overflow__char_fscanf_add_33.cpp,CWE190_Integer_Overflow__char_fscanf_add_33.cpp,goodG2B,47,62,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE190\source-code\190-cpp\testcases\000\082\132\CWE190_Integer_Overflow__char_fscanf_add_33.cpp,CWE190_Integer_Overflow__char_fscanf_add_33.cpp,goodB2G,65,85,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE190\source-code\190-cpp\testcases\000\082\132\CWE190_Integer_Overflow__char_fscanf_add_33.cpp,CWE190_Integer_Overflow__char_fscanf_add_33.cpp,good,87,91,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE190\source-code\190-cpp\testcases\000\082\132\CWE190_Integer_Overflow__char_fscanf_add_33.cpp,CWE190_Integer_Overflow__char_fscanf_add_33.cpp,main,105,120,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE190\source-code\190-cpp\testcases\000\082\136\CWE190_Integer_Overflow__char_fscanf_add_43.cpp,CWE190_Integer_Overflow__char_fscanf_add_43.cpp,badSource,25,29,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE190\source-code\190-cpp\testcases\000\082\136\CWE190_Integer_Overflow__char_fscanf_add_43.cpp,CWE190_Integer_Overflow__char_fscanf_add_43.cpp,bad,31,41,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE190\source-code\190-cpp\testcases\000\082\136\CWE190_Integer_Overflow__char_fscanf_add_43.cpp,CWE190_Integer_Overflow__char_fscanf_add_43.cpp,goodG2BSource,48,52,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE190\source-code\190-cpp\testcases\000\082\136\CWE190_Integer_Overflow__char_fscanf_add_43.cpp,CWE190_Integer_Overflow__char_fscanf_add_43.cpp,goodG2B,54,64,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE190\source-code\190-cpp\testcases\000\082\136\CWE190_Integer_Overflow__char_fscanf_add_43.cpp,CWE190_Integer_Overflow__char_fscanf_add_43.cpp,goodB2GSource,67,71,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE190\source-code\190-cpp\testcases\000\082\136\CWE190_Integer_Overflow__char_fscanf_add_43.cpp,CWE190_Integer_Overflow__char_fscanf_add_43.cpp,goodB2G,73,88,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE190\source-code\190-cpp\testcases\000\082\136\CWE190_Integer_Overflow__char_fscanf_add_43.cpp,CWE190_Integer_Overflow__char_fscanf_add_43.cpp,good,90,94,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE190\source-code\190-cpp\testcases\000\082\136\CWE190_Integer_Overflow__char_fscanf_add_43.cpp,CWE190_Integer_Overflow__char_fscanf_add_43.cpp,main,109,124,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE190\source-code\190-cpp\testcases\000\082\144\CWE190_Integer_Overflow__char_fscanf_add_62a.cpp,CWE190_Integer_Overflow__char_fscanf_add_62a.cpp,bad,28,38,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE190\source-code\190-cpp\testcases\000\082\144\CWE190_Integer_Overflow__char_fscanf_add_62a.cpp,CWE190_Integer_Overflow__char_fscanf_add_62a.cpp,goodG2B,47,57,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE190\source-code\190-cpp\testcases\000\082\144\CWE190_Integer_Overflow__char_fscanf_add_62a.cpp,CWE190_Integer_Overflow__char_fscanf_add_62a.cpp,goodB2G,62,77,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE190\source-code\190-cpp\testcases\000\082\144\CWE190_Integer_Overflow__char_fscanf_add_62a.cpp,CWE190_Integer_Overflow__char_fscanf_add_62a.cpp,good,79,83,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE190\source-code\190-cpp\testcases\000\082\144\CWE190_Integer_Overflow__char_fscanf_add_62a.cpp,CWE190_Integer_Overflow__char_fscanf_add_62a.cpp,main,98,113,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE190\source-code\190-cpp\testcases\000\082\144\CWE190_Integer_Overflow__char_fscanf_add_62b.cpp,CWE190_Integer_Overflow__char_fscanf_add_62b.cpp,badSource,25,29,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE190\source-code\190-cpp\testcases\000\082\144\CWE190_Integer_Overflow__char_fscanf_add_62b.cpp,CWE190_Integer_Overflow__char_fscanf_add_62b.cpp,goodG2BSource,36,40,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE190\source-code\190-cpp\testcases\000\082\144\CWE190_Integer_Overflow__char_fscanf_add_62b.cpp,CWE190_Integer_Overflow__char_fscanf_add_62b.cpp,goodB2GSource,43,47,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE190\source-code\190-cpp\testcases\000\082\151\CWE190_Integer_Overflow__char_fscanf_add_72a.cpp,CWE190_Integer_Overflow__char_fscanf_add_72a.cpp,bad,31,43,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE190\source-code\190-cpp\testcases\000\082\151\CWE190_Integer_Overflow__char_fscanf_add_72a.cpp,CWE190_Integer_Overflow__char_fscanf_add_72a.cpp,goodG2B,52,64,

D:\0x00\sard_crawler\dataset\svf-related\cwe\CWE190\source-code\190-cpp\testcases\000\082\151\CWE190_Integer_Overflow__char_fscanf_add_72a.cpp,CWE190_Integer_Overflow__char_fscanf_add_72a.cpp,goodB2G,69,80,

