path,file,funcName,startLine,endLine
D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\620\CWE126_Buffer_Overread__CWE129_connect_socket_33.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_33.cpp,bad,47,125,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\620\CWE126_Buffer_Overread__CWE129_connect_socket_33.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_33.cpp,goodG2B,132,157,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\620\CWE126_Buffer_Overread__CWE129_connect_socket_33.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_33.cpp,goodB2G,160,237,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\620\CWE126_Buffer_Overread__CWE129_connect_socket_33.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_33.cpp,good,239,243,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\620\CWE126_Buffer_Overread__CWE129_connect_socket_33.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_33.cpp,main,257,272,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\624\CWE126_Buffer_Overread__CWE129_connect_socket_43.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_43.cpp,badSource,47,105,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\624\CWE126_Buffer_Overread__CWE129_connect_socket_43.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_43.cpp,bad,107,126,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\624\CWE126_Buffer_Overread__CWE129_connect_socket_43.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_43.cpp,goodG2BSource,133,138,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\624\CWE126_Buffer_Overread__CWE129_connect_socket_43.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_43.cpp,goodG2B,140,159,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\624\CWE126_Buffer_Overread__CWE129_connect_socket_43.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_43.cpp,goodB2GSource,162,220,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\624\CWE126_Buffer_Overread__CWE129_connect_socket_43.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_43.cpp,goodB2G,222,240,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\624\CWE126_Buffer_Overread__CWE129_connect_socket_43.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_43.cpp,good,242,246,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\624\CWE126_Buffer_Overread__CWE129_connect_socket_43.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_43.cpp,main,261,276,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\632\CWE126_Buffer_Overread__CWE129_connect_socket_62a.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_62a.cpp,bad,28,47,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\632\CWE126_Buffer_Overread__CWE129_connect_socket_62a.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_62a.cpp,goodG2B,56,75,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\632\CWE126_Buffer_Overread__CWE129_connect_socket_62a.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_62a.cpp,goodB2G,80,98,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\632\CWE126_Buffer_Overread__CWE129_connect_socket_62a.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_62a.cpp,good,100,104,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\632\CWE126_Buffer_Overread__CWE129_connect_socket_62a.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_62a.cpp,main,119,134,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\632\CWE126_Buffer_Overread__CWE129_connect_socket_62b.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_62b.cpp,badSource,47,105,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\632\CWE126_Buffer_Overread__CWE129_connect_socket_62b.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_62b.cpp,goodG2BSource,112,117,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\632\CWE126_Buffer_Overread__CWE129_connect_socket_62b.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_62b.cpp,goodB2GSource,120,178,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\639\CWE126_Buffer_Overread__CWE129_connect_socket_72a.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_72a.cpp,bad,53,120,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\639\CWE126_Buffer_Overread__CWE129_connect_socket_72a.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_72a.cpp,goodG2B,129,143,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\639\CWE126_Buffer_Overread__CWE129_connect_socket_72a.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_72a.cpp,goodB2G,148,214,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\639\CWE126_Buffer_Overread__CWE129_connect_socket_72a.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_72a.cpp,good,216,220,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\639\CWE126_Buffer_Overread__CWE129_connect_socket_72a.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_72a.cpp,main,235,250,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\639\CWE126_Buffer_Overread__CWE129_connect_socket_72b.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_72b.cpp,badSink,28,45,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\639\CWE126_Buffer_Overread__CWE129_connect_socket_72b.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_72b.cpp,goodG2BSink,52,68,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\639\CWE126_Buffer_Overread__CWE129_connect_socket_72b.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_72b.cpp,goodB2GSink,71,86,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\640\CWE126_Buffer_Overread__CWE129_connect_socket_73a.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_73a.cpp,bad,53,120,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\640\CWE126_Buffer_Overread__CWE129_connect_socket_73a.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_73a.cpp,goodG2B,129,143,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\640\CWE126_Buffer_Overread__CWE129_connect_socket_73a.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_73a.cpp,goodB2G,148,214,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\640\CWE126_Buffer_Overread__CWE129_connect_socket_73a.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_73a.cpp,good,216,220,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\640\CWE126_Buffer_Overread__CWE129_connect_socket_73a.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_73a.cpp,main,235,250,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\640\CWE126_Buffer_Overread__CWE129_connect_socket_73b.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_73b.cpp,badSink,28,45,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\640\CWE126_Buffer_Overread__CWE129_connect_socket_73b.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_73b.cpp,goodG2BSink,52,68,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\640\CWE126_Buffer_Overread__CWE129_connect_socket_73b.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_73b.cpp,goodB2GSink,71,86,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\641\CWE126_Buffer_Overread__CWE129_connect_socket_74a.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_74a.cpp,bad,53,120,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\641\CWE126_Buffer_Overread__CWE129_connect_socket_74a.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_74a.cpp,goodG2B,129,143,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\641\CWE126_Buffer_Overread__CWE129_connect_socket_74a.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_74a.cpp,goodB2G,148,214,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\641\CWE126_Buffer_Overread__CWE129_connect_socket_74a.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_74a.cpp,good,216,220,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\641\CWE126_Buffer_Overread__CWE129_connect_socket_74a.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_74a.cpp,main,235,250,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\641\CWE126_Buffer_Overread__CWE129_connect_socket_74b.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_74b.cpp,badSink,28,45,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\641\CWE126_Buffer_Overread__CWE129_connect_socket_74b.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_74b.cpp,goodG2BSink,52,68,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\641\CWE126_Buffer_Overread__CWE129_connect_socket_74b.cpp,CWE126_Buffer_Overread__CWE129_connect_socket_74b.cpp,goodB2GSink,71,86,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\668\CWE126_Buffer_Overread__CWE129_fgets_33.cpp,CWE126_Buffer_Overread__CWE129_fgets_33.cpp,bad,27,62,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\668\CWE126_Buffer_Overread__CWE129_fgets_33.cpp,CWE126_Buffer_Overread__CWE129_fgets_33.cpp,goodG2B,69,94,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\668\CWE126_Buffer_Overread__CWE129_fgets_33.cpp,CWE126_Buffer_Overread__CWE129_fgets_33.cpp,goodB2G,97,131,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\668\CWE126_Buffer_Overread__CWE129_fgets_33.cpp,CWE126_Buffer_Overread__CWE129_fgets_33.cpp,good,133,137,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\668\CWE126_Buffer_Overread__CWE129_fgets_33.cpp,CWE126_Buffer_Overread__CWE129_fgets_33.cpp,main,151,166,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\672\CWE126_Buffer_Overread__CWE129_fgets_43.cpp,CWE126_Buffer_Overread__CWE129_fgets_43.cpp,badSource,27,42,

D:\0x00\sard_crawler\dataset\svf-related\CWE125\source-code\125-cpp\testcases\000\075\672\CWE126_Buffer_Overread__CWE129_fgets_43.cpp,CWE126_Buffer_Overread__CWE129_fgets_43.cpp,bad,44,63,

