path,file,funcName,startLine,endLine
D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\001\458\memoryleak_002.c,memoryleak_002.c,foo2,29,35,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\001\527\incorrect_cpp_array_deletion.cpp,incorrect_cpp_array_deletion.cpp,incorrect_cpp_array_deletion,4,6,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\001\527\incorrect_cpp_array_deletion.cpp,incorrect_cpp_array_deletion.cpp,~incorrect_cpp_array_deletion,9,11,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\001\527\incorrect_cpp_array_deletion.cpp,incorrect_cpp_array_deletion.cpp,runTests,14,20,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\001\527\incorrect_cpp_array_deletion.cpp,incorrect_cpp_array_deletion.cpp,v1,23,27,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\001\527\incorrect_cpp_array_deletion.cpp,incorrect_cpp_array_deletion.cpp,helper,31,34,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\001\527\incorrect_cpp_array_deletion.cpp,incorrect_cpp_array_deletion.cpp,~helper,37,40,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\001\527\test.cpp,test.cpp,test,4,6,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\001\527\test.cpp,test.cpp,~test,9,11,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\001\957\memory_leak_basic.cpp,memory_leak_basic.cpp,function,19,21,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\001\957\memory_leak_basic.cpp,memory_leak_basic.cpp,main,23,30,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\001\963\memory_leak_basic_good.cpp,memory_leak_basic_good.cpp,function,18,20,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\001\963\memory_leak_basic_good.cpp,memory_leak_basic_good.cpp,main,22,29,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\001\967\memory_leak_container.cpp,memory_leak_container.cpp,Bot,25,27,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\001\967\memory_leak_container.cpp,memory_leak_container.cpp,Bot,28,30,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\001\967\memory_leak_container.cpp,memory_leak_container.cpp,~Bot,31,31,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\001\967\memory_leak_container.cpp,memory_leak_container.cpp,operator=,33,37,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\001\967\memory_leak_container.cpp,memory_leak_container.cpp,action,39,41,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\001\967\memory_leak_container.cpp,memory_leak_container.cpp,main,49,62,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\001\968\memory_leak_container_good.cpp,memory_leak_container_good.cpp,Bot,25,27,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\001\968\memory_leak_container_good.cpp,memory_leak_container_good.cpp,Bot,28,30,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\001\968\memory_leak_container_good.cpp,memory_leak_container_good.cpp,~Bot,31,31,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\001\968\memory_leak_container_good.cpp,memory_leak_container_good.cpp,operator=,33,37,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\001\968\memory_leak_container_good.cpp,memory_leak_container_good.cpp,action,39,41,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\001\968\memory_leak_container_good.cpp,memory_leak_container_good.cpp,main,49,66,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\001\969\memory_leak_control_flow.cpp,memory_leak_control_flow.cpp,output,18,23,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\001\969\memory_leak_control_flow.cpp,memory_leak_control_flow.cpp,main,25,34,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\001\970\memory_leak_control_flow_good.cpp,memory_leak_control_flow_good.cpp,output,18,23,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\001\970\memory_leak_control_flow_good.cpp,memory_leak_control_flow_good.cpp,main,25,38,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\002\053\memory_leak_basic.cpp,memory_leak_basic.cpp,function,19,23,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\002\053\memory_leak_basic.cpp,memory_leak_basic.cpp,main,25,30,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\002\054\memory_leak_basic.cpp,memory_leak_basic.cpp,function,19,31,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\002\054\memory_leak_basic.cpp,memory_leak_basic.cpp,main,33,42,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\002\056\memory_leak_control_flow.cpp,memory_leak_control_flow.cpp,output,18,29,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\002\056\memory_leak_control_flow.cpp,memory_leak_control_flow.cpp,main,31,41,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\002\058\memory_leak_basic_good.cpp,memory_leak_basic_good.cpp,function,19,31,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\002\058\memory_leak_basic_good.cpp,memory_leak_basic_good.cpp,main,33,41,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\002\059\memory_leak_control_flow_good.cpp,memory_leak_control_flow_good.cpp,output,18,30,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\002\059\memory_leak_control_flow_good.cpp,memory_leak_control_flow_good.cpp,main,32,43,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\002\150\memoryleak_058.c,memoryleak_058.c,test_function,28,33,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\098\503\CWE400_Resource_Exhaustion__connect_socket_for_loop_33.cpp,CWE400_Resource_Exhaustion__connect_socket_for_loop_33.cpp,bad,47,120,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\098\503\CWE400_Resource_Exhaustion__connect_socket_for_loop_33.cpp,CWE400_Resource_Exhaustion__connect_socket_for_loop_33.cpp,goodG2B,127,146,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\098\503\CWE400_Resource_Exhaustion__connect_socket_for_loop_33.cpp,CWE400_Resource_Exhaustion__connect_socket_for_loop_33.cpp,goodB2G,149,225,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\098\503\CWE400_Resource_Exhaustion__connect_socket_for_loop_33.cpp,CWE400_Resource_Exhaustion__connect_socket_for_loop_33.cpp,good,227,231,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\098\503\CWE400_Resource_Exhaustion__connect_socket_for_loop_33.cpp,CWE400_Resource_Exhaustion__connect_socket_for_loop_33.cpp,main,245,260,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\098\507\CWE400_Resource_Exhaustion__connect_socket_for_loop_43.cpp,CWE400_Resource_Exhaustion__connect_socket_for_loop_43.cpp,badSource,47,105,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\098\507\CWE400_Resource_Exhaustion__connect_socket_for_loop_43.cpp,CWE400_Resource_Exhaustion__connect_socket_for_loop_43.cpp,bad,107,121,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\098\507\CWE400_Resource_Exhaustion__connect_socket_for_loop_43.cpp,CWE400_Resource_Exhaustion__connect_socket_for_loop_43.cpp,goodG2BSource,128,132,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\098\507\CWE400_Resource_Exhaustion__connect_socket_for_loop_43.cpp,CWE400_Resource_Exhaustion__connect_socket_for_loop_43.cpp,goodG2B,134,148,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\098\507\CWE400_Resource_Exhaustion__connect_socket_for_loop_43.cpp,CWE400_Resource_Exhaustion__connect_socket_for_loop_43.cpp,goodB2GSource,151,209,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\098\507\CWE400_Resource_Exhaustion__connect_socket_for_loop_43.cpp,CWE400_Resource_Exhaustion__connect_socket_for_loop_43.cpp,goodB2G,211,228,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\098\507\CWE400_Resource_Exhaustion__connect_socket_for_loop_43.cpp,CWE400_Resource_Exhaustion__connect_socket_for_loop_43.cpp,good,230,234,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\098\507\CWE400_Resource_Exhaustion__connect_socket_for_loop_43.cpp,CWE400_Resource_Exhaustion__connect_socket_for_loop_43.cpp,main,249,264,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\098\515\CWE400_Resource_Exhaustion__connect_socket_for_loop_62a.cpp,CWE400_Resource_Exhaustion__connect_socket_for_loop_62a.cpp,bad,28,42,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\098\515\CWE400_Resource_Exhaustion__connect_socket_for_loop_62a.cpp,CWE400_Resource_Exhaustion__connect_socket_for_loop_62a.cpp,goodG2B,51,65,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\098\515\CWE400_Resource_Exhaustion__connect_socket_for_loop_62a.cpp,CWE400_Resource_Exhaustion__connect_socket_for_loop_62a.cpp,goodB2G,70,87,

D:\0x00\sard_crawler\dataset\svf-related\CWE400\source-code\400-cpp\testcases\000\098\515\CWE400_Resource_Exhaustion__connect_socket_for_loop_62a.cpp,CWE400_Resource_Exhaustion__connect_socket_for_loop_62a.cpp,good,89,93,

